Phenotype,GUIDE Lat0_Contrib,GUIDE Lat0_LogW,GUIDE Lat0_Cos,GUIDE Lat1_Contrib,GUIDE Lat1_LogW,GUIDE Lat1_Cos,GUIDE Lat2_Contrib,GUIDE Lat2_LogW,GUIDE Lat2_Cos,GUIDE Lat3_Contrib,GUIDE Lat3_LogW,GUIDE Lat3_Cos,GUIDE Lat4_Contrib,GUIDE Lat4_LogW,GUIDE Lat4_Cos,GUIDE Lat5_Contrib,GUIDE Lat5_LogW,GUIDE Lat5_Cos,GUIDE Lat6_Contrib,GUIDE Lat6_LogW,GUIDE Lat6_Cos,GUIDE Lat7_Contrib,GUIDE Lat7_LogW,GUIDE Lat7_Cos,GUIDE Lat8_Contrib,GUIDE Lat8_LogW,GUIDE Lat8_Cos,GUIDE Lat9_Contrib,GUIDE Lat9_LogW,GUIDE Lat9_Cos,Max_Contrib,Top_Latent,Max_LogW,Num_Significant
Longest period of unenthusiasm/disinterest,2.1361112226687875e-08,0.0005029311179849603,1.273468129524815e-05,6.434674722249513e-06,0.00881174315544632,0.004181829369707541,4.740451524999153e-06,0.0075525333627864625,0.0030822501127653287,4.7132851723374747e-07,0.002367483925837689,0.0006957895025882997,6.450592274228632e-07,0.002770928247776977,0.0013301960106922234,9.080751242995512e-07,0.0032896035588362627,0.005824927251919308,1.8404875987748491e-06,0.004690747696926786,0.0023528126883018033,1.0946203463297596e-06,0.0036130555068020495,0.007012435970222405,1.1079700350658265e-05,0.011598933705938766,0.00686190321133068,9.952610774406909e-07,0.003444513778508148,0.0013989657979395097,0.00010346915618177237,GUIDE Lat83,0.03640841510369378,0
Weighted-mean MD in tract anterior thalamic radiation (right),0.0012777737557826312,0.14105621694810505,0.009523872052240066,3.576291682650109e-05,0.02105700874856698,0.0002905815344189226,2.1001888247577484e-06,0.005012606399751272,1.707268706588084e-05,3.8628190563030036e-09,0.00021379834339246636,7.129414907695955e-08,2.5593368616909718e-06,0.005536770039625149,6.598403509505526e-05,2.4855983489880266e-06,0.0054559253159801036,0.00019934027279852045,3.282547492036207e-07,0.0019748565009855353,5.246393313170847e-06,3.7615390347421307e-06,0.006721373274592711,0.0003012772475144903,1.889552473088584e-05,0.015208064822905773,0.00014630895189655127,3.443264894749947e-06,0.006428603862877723,6.051121612070123e-05,0.08443460383999753,GUIDE Lat97,2.4947758475610713,0
Age bronchiectasis diagnosed by doctor,7.393003992503635e-05,0.030587276134491383,0.02290867790374807,2.2791144102180427e-05,0.0167304146937546,0.007698758633329737,7.598041672482839e-06,0.009583534992197664,0.002567820755521397,1.158768196794483e-05,0.01186537302110379,0.008891306651457539,5.795624713555824e-07,0.0026260543471348045,0.0006211996053012624,1.7406823810159783e-06,0.004561118907669669,0.005803675568529447,1.033149114474827e-07,0.0011068260179888816,6.864870236366591e-05,1.6602985810164465e-06,0.0044540166057695585,0.005528489074536894,3.808781322129156e-06,0.006763773584966249,0.0012260762448653999,4.4472487833714896e-07,0.002299519665713224,0.0003249199430006525,0.0002291366792205235,GUIDE Lat77,0.05523453192630105,0
Average weekly beer plus cider intake,0.006528855838526721,0.37486240741563975,0.01132500223290454,0.002115572090867114,0.18851812474784674,0.004000410309972502,0.0025039508193772505,0.2081483184759717,0.004737082627372682,0.0001360041147217485,0.04198463955658392,0.0005841753148639748,2.2861953979895733e-07,0.0016474939939821716,1.3717229140764782e-06,9.258523985176066e-06,0.010590973649975749,0.00017280148932772175,9.074568986854279e-08,0.0010372326158857418,3.3753395089639317e-07,2.3493860356595998e-05,0.01699125579864851,0.0004379220103353946,0.0014678382071209727,0.15263583891266458,0.002645037046129622,9.249446095414666e-07,0.0033201343958368505,3.782882055625954e-06,0.18903888061879778,GUIDE Lat39,5.256583847198739,2
Minimum carotid IMT (intima-medial thickness) at 210 degrees,2.523493889293746e-05,0.017621804350514268,0.019978051050787635,5.2362754364401975e-06,0.007941166408007074,0.004519067579116841,9.93601042632418e-06,0.010976355544750755,0.008579201102080342,2.3789471784406766e-06,0.0053368707528570645,0.0046636462074128495,1.7338979899688653e-06,0.004552175351474198,0.0047481697230405545,7.994375602305071e-07,0.0030858439165536923,0.00680988720021514,3.344531263473074e-07,0.0019934571948941895,0.0005677751233487218,3.0609777984272817e-06,0.006058703706379911,0.026040673619793283,4.963485504755488e-07,0.0024296821004115145,0.00040821595319627427,3.09207702534763e-06,0.006089616996807211,0.005771743507522331,4.952872707791969e-05,GUIDE Lat72,0.024883329513078443,0
Mean FA in tapetum on FA skeleton (right),6.604568645324148e-06,0.00892848429944444,0.0014825828963309579,4.136747307821937e-06,0.0070512578616409236,0.0010122994755019314,3.8168697430559354e-05,0.02177062377874507,0.009344709710891574,2.019770216037965e-06,0.004915156460345594,0.0011227069916467242,2.66163644842986e-07,0.001777896312584043,0.0002066688830978761,7.212825561166111e-07,0.0029306058677160576,0.0017421456642672914,1.3211910422993087e-06,0.003971026818739096,0.000635960858479516,1.9946726504948907e-06,0.004884352337849649,0.004811575820410459,1.5843621027614442e-05,0.01390578857049777,0.003694718259684743,2.820523700373928e-06,0.005814257271139934,0.0014928292593027856,0.0010856534563584458,GUIDE Lat20,0.12866647657258126,0
Mean FA in tapetum on FA skeleton (left),0.00010525844205795882,0.03673439974461115,0.03272678654516742,6.555615830332116e-08,0.000881438909598047,2.221955787895831e-05,5.032807678091722e-05,0.025088878898584265,0.017066352409871047,2.0907297914310956e-06,0.005001240979667263,0.001609660438053521,9.963545278512736e-07,0.003446412892896182,0.0010715492953544843,2.015884241720856e-06,0.004910399346413286,0.0067439838913468265,5.169544477349633e-07,0.0024797453053737447,0.00034465845878492934,1.684627136279817e-06,0.004486697307230222,0.005628483429913964,2.7248348363304174e-05,0.018325448029867956,0.00880114068500372,1.328043332750718e-07,0.0012550986839890027,9.735640531615786e-05,0.0004412280179432471,GUIDE Lat20,0.07839638618848152,0
Weighted-mean MD in tract superior thalamic radiation (right),0.02660350548188548,0.986488456184355,0.2604309112476683,0.0026734321017048493,0.21638455753757135,0.02852977288956817,1.5750327742525532e-05,0.013864146585698602,0.00016816174596518202,6.324728013609383e-06,0.008735387612917714,0.00015331528493700393,4.686969724853535e-08,0.0007451840820225242,1.5870757013319538e-06,2.6788821684748005e-06,0.005665430531602179,0.0002821706143480553,2.1043509280077173e-06,0.005017599321746777,4.417352625269784e-05,1.2421277157237512e-05,0.012290569287528395,0.0013066554676920707,7.931617090854803e-05,0.03171998751548256,0.0008066177192515529,3.7128914751737313e-06,0.006677436792708824,8.569821527714983e-05,0.02660350548188548,GUIDE Lat0,0.986488456184355,0
Mean FA in uncinate fasciculus on FA skeleton (left),1.2414165464523719e-06,0.0038487374152895415,0.00036394480915844126,5.293715283759211e-06,0.007984997608895808,0.001691819674529661,0.00010524913612259358,0.03673271096529747,0.033652744490278254,7.625543869099869e-06,0.009601052460297917,0.005535779206860311,8.830586882739452e-07,0.0032438051762134715,0.0008954872316491219,1.057775096907426e-06,0.0035514774095630856,0.003336689896072863,4.760104807122911e-07,0.002379245631724587,0.0002992435196150633,1.242804362809394e-06,0.0038508975998345326,0.003915272036697034,4.3387863296146305e-06,0.007222795981151058,0.0013214131276510172,3.7372323875629955e-07,0.0021075168023375838,0.0002583294752682029,0.0006996274473224283,GUIDE Lat14,0.1007876687825873,0
Weighted-mean MD in tract superior longitudinal fasciculus (right),0.004100765967849656,0.28013840619073616,0.03900113158886355,0.00040788565193069316,0.07514286203088766,0.0042288876134411,5.182024996521401e-06,0.007899551664454305,5.375212960393459e-05,6.004582066616706e-05,0.02747451832255508,0.001414115701505312,6.486709237242161e-07,0.0027786993258825795,2.1339708602718566e-05,3.687370636141425e-06,0.006654274035822328,0.00037734059013576175,1.9622264281575008e-07,0.001526094024012802,4.001765015669535e-06,3.371995441689929e-06,0.006361240839236346,0.0003446199187777952,3.139317658245836e-05,0.019699493531709664,0.0003101700358046226,3.594195520672999e-06,0.006569030455256896,8.059716762381756e-05,0.030069922818708482,GUIDE Lat46,1.0815260452652902,0
Weighted-mean MD in tract superior longitudinal fasciculus (left),0.0034819121400706966,0.25354114697647734,0.03539834360578083,0.0007956088863604263,0.10819618712037078,0.008817394036841468,1.09526682234494e-06,0.003614126686585895,1.2144202854137882e-05,4.0300356414343694e-05,0.022385220791937062,0.0010145278084628978,7.157603815542878e-07,0.0029193282808566917,2.517008129508015e-05,4.6935402577992935e-07,0.0023625063334329283,5.134169326066133e-05,6.736674802953632e-09,0.0002823639210925509,1.4685913126764444e-07,3.6853881078645467e-09,0.0002088292290206958,4.026146151651311e-07,1.9680369004944733e-06,0.004851449927305256,2.0785033243546914e-05,7.244031282303875e-12,9.256356488073565e-06,1.7364061183233077e-10,0.019689018174411984,GUIDE Lat46,0.7914340384903192,0
Weighted-mean MD in tract posterior thalamic radiation (right),9.148596467602553e-05,0.03415433291906454,0.0017497150722244742,9.393948917364588e-05,0.03462648622705885,0.0019585584954342236,8.27767385457616e-06,0.010007730040804104,0.00017266532099142752,1.47176691441549e-06,0.004192266833539583,6.97014532418009e-05,8.049193720864716e-07,0.003096443255902558,5.3249688411171355e-05,1.5693350900786934e-06,0.004329673506822565,0.00032294833866482853,1.688305086496368e-06,0.004491617544273872,6.923951691894685e-05,1.547356352016501e-06,0.004299098229945523,0.00031801263598916764,0.0003309702947399523,0.0671696035178372,0.006575885335238496,1.9628385355227402e-06,0.004845002902560895,8.851223247774007e-05,0.009085518791251199,GUIDE Lat57,0.46465239991715357,0
Weighted-mean MD in tract posterior thalamic radiation (left),0.002625879692961672,0.21409183520796865,0.03808217983799175,0.0005759364182862368,0.09059716154750602,0.00910535762377673,2.5015217337304847e-05,0.01754340929585448,0.00039567189580447243,2.1648914870373706e-06,0.005089680338302036,7.774510312514214e-05,1.238400038031951e-06,0.0038440379829517528,6.212405017006068e-05,2.712233104627144e-06,0.0057008162022856215,0.0004232319989574869,2.1195066504705588e-08,0.0005009714658002728,6.591313947939062e-07,3.3191146569805833e-06,0.0063108039798509515,0.0005172617963499441,0.0011787361968528278,0.13476569258386575,0.017758895394640588,6.342199906258433e-08,0.0008669583038336175,2.168666445333851e-06,0.012398649131310988,GUIDE Lat57,0.5724871091277782,0
Weighted-mean MD in tract medial lemniscus (right),2.6830764911319118e-05,0.018181619178723428,0.000302564712357411,0.0009112085983139382,0.11665860637202563,0.011201560333172064,0.0002580995032277104,0.05883199681910355,0.0031743611736831496,1.0078682547237533e-05,0.01105586211490692,0.00028143552984406935,4.3364618669426495e-07,0.0022706219037972332,1.6915022638161917e-05,1.2823500117274434e-06,0.003911957090422171,0.0001555952410449041,9.779741307238637e-08,0.0010768286093024283,2.3648457999644732e-06,2.6207977589661403e-06,0.0056032792471873046,0.00031758494292384647,0.0001386738807145012,0.04241348693661323,0.001624546866273009,2.59381468014181e-05,0.01787052435405996,0.0006896520372420144,0.06951633823924985,GUIDE Lat38,2.1123836757258854,0
Sodium in urine,0.00022688397366087107,0.05494650630328628,0.00028988135614801497,0.003759165615825763,0.26562421168879163,0.005235804426291679,0.00023356323120176541,0.055796864585266316,0.00032546544643094884,0.00018007113607388802,0.04864046457193701,0.0005697056223089902,1.956854896371316e-06,0.00483757151749964,8.64822376276751e-06,6.162822696190126e-06,0.008621753440859263,8.472286743472073e-05,5.7743907588336285e-08,0.000827201856016745,1.5820232926979265e-07,5.6826687144968065e-06,0.008275855794023443,7.802072410476057e-05,0.00025995864767445136,0.05905666547847632,0.00034504289392121135,5.266343048694194e-06,0.007964139683563206,1.5864685538965058e-05,0.7076226369224536,GUIDE Lat67,27.459418955023406,1
Weighted-mean MD in tract middle cerebellar peduncle,3.0623201464994536e-05,0.01945113200137744,0.0005661954110719368,0.0011911476571561637,0.13556475894434725,0.024008047750777223,7.109357860072596e-05,0.029975260533142815,0.0014336068836743065,3.612842226992871e-05,0.02116686936899729,0.0016540730521769063,2.2105812666557595e-08,0.0005116278321766322,1.413754723794725e-06,2.4051608228581768e-06,0.005366373337942881,0.00047848065382667085,2.001217385392057e-06,0.004892403563957835,7.934147317358237e-05,4.41436446296602e-08,0.0007231703371329251,8.770515373682137e-06,0.00042813212718452383,0.07713140489321654,0.008223296060584903,8.309341716650495e-07,0.0031462624179075336,3.622331821734515e-05,0.020332223010402124,GUIDE Lat38,0.8099732770421081,0
Weighted-mean MD in tract inferior longitudinal fasciculus (right),0.0010076742984489497,0.12339971503052587,0.00914514244375015,0.0002632210848524472,0.059449212239887146,0.00260415277626079,3.875635382168212e-05,0.021941652482069054,0.0003836163891886886,4.093884621888441e-05,0.02256628180218665,0.0009200169481320638,1.1666585477468902e-06,0.0037305504541281648,3.662400968272047e-05,1.412954489892248e-06,0.0041072530429225864,0.00013797581709382484,6.16180968605931e-06,0.008621037876524483,0.0001199137024639398,1.6662778700422958e-06,0.004462070469267592,0.0001625020682203184,0.0003015294736345925,0.06390863981294899,0.002842839991979092,2.2720487484658486e-07,0.0016423792282203936,4.861763132786978e-06,0.038013833598847566,GUIDE Lat57,1.294821882364068,0
Android tissue fat percentage,4.0068535264580784e-05,0.022319144516439713,0.0004660701951446639,1.2322871963062677e-05,0.012241113382875627,0.00015625549249111443,8.209763994045218e-06,0.009966129330019191,0.00010415077004143278,5.031216573922694e-06,0.0077827310458184725,0.00014491415638471968,2.77389813899321e-06,0.005765682408760844,0.00011160668367514926,8.345329050151061e-07,0.0031530927893433434,0.00010444696806962178,2.2240318802661414e-06,0.005159138541116056,5.54726753682126e-05,8.377015448538153e-07,0.0031590947516010894,0.00010470763590467623,1.1175140219095987e-05,0.011649439206525851,0.0001350371300647756,5.709529489948647e-07,0.0026064175667401377,1.5658640113530403e-05,0.0514215956889576,GUIDE Lat17,1.646163589900218,0
Android lean mass,4.649704899504552e-05,0.024089095325815237,0.0008804239504491795,0.00040192956074777035,0.07454991265218426,0.008296442313933138,7.280293351707297e-05,0.030345420887916252,0.001503485642467098,5.763857645592352e-05,0.026901639984453524,0.0027025245023616124,3.842504486752526e-06,0.0067938821945075474,0.00025167070810529934,2.9132788656996255e-07,0.0018602188747410895,5.935441433776268e-05,1.797591397465325e-06,0.004635470577615229,7.298736382190813e-05,1.5852069167418673e-08,0.00043321625491428537,3.225474329902355e-06,5.629782049954821e-06,0.008236894216101673,0.0001107414979398842,1.5118409085847352e-07,0.0013392656532644433,6.749605785618781e-06,0.033052086529785314,GUIDE Lat94,1.1622313889637212,0
Android fat mass,8.183532513523799e-05,0.03223743065722146,0.0006884433264779348,0.0003185660684603865,0.06581170554777067,0.0029214764488154094,3.094624307834749e-05,0.019555691287928733,0.00028393521758260165,1.4055527682675694e-07,0.0012912589525136825,2.927955509690808e-06,2.637243830208977e-06,0.005620945226355475,7.674136102608442e-05,8.141123216229243e-07,0.0031141381300646333,7.36913000161909e-05,1.5725389447932305e-06,0.004334112736113792,2.8367367250362328e-05,4.2619305236303783e-07,0.002250973990739241,3.8527863047851025e-05,4.021231693691156e-06,0.0069513255463867765,3.514300003939617e-05,5.947701486172648e-07,0.0026603893882516396,1.1797294023769239e-05,0.0732399051682258,GUIDE Lat17,2.207865287968444,0
Android bone mass,6.268155701661315e-05,0.028089519704545488,0.013458000315581042,5.907879538879015e-07,0.0026514411940431774,0.00013827634181765616,1.3743171390851517e-05,0.012937337070045723,0.0032181899131928328,3.5711580997923747e-06,0.006547786819959091,0.0018986275220389235,3.0246966622507083e-07,0.001895533645353367,0.00022463344393229253,7.8180612635559e-08,0.0009626657379376658,0.00018061105760131668,2.529164498853157e-07,0.001732998790313488,0.00011644157594561984,1.9518297908168265e-07,0.001522038658717675,0.0004503227359669796,9.634448909368907e-06,0.010806451433770818,0.0021489187257365872,5.21164969895217e-07,0.002489852190895339,0.00026382857591976015,0.0014803887773661986,GUIDE Lat84,0.1533801418500133,0
Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right),0.0002524212231107323,0.05814134913536038,0.0016108514144760261,5.361330028951969e-06,0.00803629492820404,3.7297321979752375e-05,2.9718341477009024e-06,0.0059692243000749115,2.06841716431408e-05,9.005577556928772e-06,0.010443574485421988,0.00014230859242881201,3.7675064674240675e-07,0.0021160564158146395,8.316401586803033e-06,1.0657512972234594e-06,0.0035648968404271677,7.317959372370811e-05,3.2487879496912474e-06,0.0062431098155679285,4.4457109335608694e-05,1.7853704417391514e-07,0.0014555790238814025,1.2243318007370668e-05,1.407379904582077e-09,0.0001290373589142231,9.330250751528545e-09,1.4514426449440484e-06,0.004163081492712852,2.1839130981437263e-05,0.030596386912583404,GUIDE Lat81,1.0958382285817159,0
Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left),1.867284344649142e-05,0.015116659507779335,0.00012380371500615101,8.242675868510696e-06,0.009986311642005261,5.957539556523186e-05,4.849622194484101e-06,0.007639755649871607,3.506832927649233e-05,6.174918542579776e-05,0.027873382524982386,0.0010137815659388883,1.6851599264517356e-07,0.0014140719512519301,3.8647034406858555e-06,1.3043149385027083e-06,0.003945468704354453,9.304867585779038e-05,8.740776350583791e-07,0.0032272065078593534,1.2426919015668175e-05,2.953762224317275e-10,5.9110223873642865e-05,2.104456370227163e-08,5.991676478073203e-05,0.02744408277519454,0.0004126899855152311,4.968539786943151e-07,0.002430922297538652,7.767081293901563e-06,0.029173323301740862,GUIDE Lat81,1.0570820320615015,0
Weighted-mean ICVF in tract forceps minor,5.085466639192576e-06,0.007824950278287491,4.208300095519821e-05,0.0006763913618607753,0.09893345089177408,0.006101680127752673,5.399926493571696e-05,0.026013700108996212,0.0004873575391020018,9.239821952539722e-08,0.0010466456089782822,1.8933435793647105e-06,2.8071149997115772e-08,0.0005765851481377355,8.035037855951976e-07,1.9964869618259497e-07,0.0015393826481141148,1.7776525442352755e-05,1.1653526141621271e-06,0.003728453006986409,2.0678712074457573e-05,2.490741063822338e-07,0.0017197583333370995,2.214856770710925e-05,2.883170294790503e-05,0.018861430301419305,0.0002478554889231992,3.864731865896679e-07,0.0021432530077113133,7.54051691304478e-06,0.02530655202827111,GUIDE Lat81,0.9505251380164105,0
Weighted-mean ICVF in tract forceps major,1.276793706721379e-05,0.012463291634553935,0.00020108729733566322,8.252225420232027e-05,0.0323772362586016,0.0014168062963760683,9.539358822018755e-06,0.010752339862032863,0.0001638577688931033,6.5338640822863846e-06,0.008880081170693666,0.0002548143818039243,1.0856573329378331e-07,0.0011346400389564534,5.914370185890443e-06,7.912366809781022e-07,0.0030699195321234863,0.0001340833414643069,4.986202429301409e-08,0.0007686243590365535,1.6839300572343613e-06,2.680468791034714e-07,0.0017841878169888828,4.536446906682139e-05,0.0002783638844852052,0.0612438965326954,0.004554378766702794,9.02450518903878e-06,0.010454673566158363,0.0003351144545757098,0.012189068456507692,GUIDE Lat81,0.5658717607732137,0
Mean FA in fornix cres+stria terminalis on FA skeleton (right),0.00012101564775797593,0.03950192767968913,0.02186945081433994,3.782868211808776e-05,0.021671094464966078,0.0074523466925724945,2.993858866431776e-05,0.019227782735174115,0.00590080983892176,3.200274225899149e-05,0.019894053849900135,0.014321004379445794,2.6478968836087856e-07,0.0017732922050848854,0.00016551953057116197,4.6539366429229764e-07,0.0023524909738908517,0.0009049432024755481,1.2503190857769305e-05,0.0123315918754981,0.004845152458855221,1.2467856388681623e-06,0.003857087969390077,0.002421192456649386,0.0001279952662996198,0.04067455834351788,0.024029382448494126,5.605987057607214e-07,0.0025826054173415935,0.0002388659775596286,0.0004223669893930731,GUIDE Lat97,0.07656932650220961,0
Weighted-mean MO in tract cingulate gyrus part of cingulum (right),2.4185819344583625e-06,0.005381416883964573,0.0014080788417915114,1.4740173695846764e-05,0.013405361915826244,0.009355010106462619,7.292097235129554e-05,0.030370831386808794,0.04630230032236204,2.994649732723223e-06,0.005992250451445817,0.004317199689367804,1.0850570481837583e-06,0.0035971727795935326,0.0021850962441527775,1.6775219987325755e-06,0.00447717721706967,0.010508455763535016,7.509132404551789e-07,0.0029903996706950905,0.0009374458037733867,2.1179296932319736e-06,0.005033854765926705,0.013250091607253458,4.455451696649003e-05,0.023567241645764212,0.02694699003574052,3.0280597512372595e-07,0.0018965894455824956,0.0004156583093078906,0.00011209990701534221,GUIDE Lat46,0.03795789461400607,0
Mean FA in superior longitudinal fasciculus on FA skeleton (right),0.00042635614537224546,0.07695859846198319,0.0075030287931457515,0.0003358836759210069,0.06770135609277611,0.006443598549651345,5.634432058812253e-07,0.002589168674009048,1.0814294211834664e-05,6.270345305871363e-06,0.008697379569466372,0.0002732407572008783,7.972461660893695e-07,0.003081596661505077,4.8529783676857466e-05,1.657142951761022e-06,0.004449760311738239,0.0003137823910482684,3.109191814694879e-09,0.00019180720708257592,1.1732804679011592e-07,3.775642603483162e-06,0.006734058650568885,0.0007139965896844713,0.0002482508782369868,0.057629736396469816,0.004538446638125381,3.941935335216307e-06,0.0068819064824029415,0.00016356088043245682,0.022612814680223376,GUIDE Lat46,0.874983742436591,0
Mean FA in superior longitudinal fasciculus on FA skeleton (left),0.000273961314493304,0.06072663499618602,0.008454282939850101,0.00022306005288741943,0.05445466467115539,0.007503861843730694,5.0866702342417695e-05,0.025226514776728614,0.0017120051581286273,6.512025701339838e-08,0.0008785005899907125,4.976151329678591e-06,1.851829751397094e-06,0.004705256643863031,0.00019766984613928752,7.997274718579544e-07,0.0030864053762206752,0.00026554251243600787,8.321771329691221e-06,0.010034654313498413,0.0005506727094675097,4.9758799183110045e-06,0.0077394351725107,0.0016500556883593893,0.00018441466033253232,0.0492542949762379,0.005912012368426801,4.1508112185420455e-08,0.0007012325289868245,3.0201351425420273e-06,0.012983184297255423,GUIDE Lat46,0.5908162952632705,0
Mean FA in cingulum cingulate gyrus on FA skeleton (right),4.9607403607630635e-05,0.024903630115380056,0.002617772900008172,3.3012495668878134e-10,6.249074565295815e-05,1.8990627675195586e-08,1.0101952199561558e-05,0.011068777359242908,0.0005813995989218878,1.572383101373413e-05,0.013852297843066881,0.0020546307063230634,8.963958262269522e-07,0.003268300875820983,0.00016362027794988623,3.672610076602368e-09,0.00020846679986275308,2.0852820259386854e-06,1.6072699213562687e-06,0.004381951262699654,0.00018187144896985045,1.766200184851165e-06,0.004594604406556624,0.0010015360120012317,0.00011357066791310244,0.03821638686979274,0.006225926712670779,2.666581202452312e-07,0.001779550395058752,3.3177689746144224e-05,0.006371726090404324,GUIDE Lat46,0.36907402579397575,0
Mean FA in cingulum cingulate gyrus on FA skeleton (left),9.464516362804715e-05,0.0347612241751517,0.005009421249273113,2.5347431992452933e-06,0.0055099356586224895,0.00014625091284444083,1.7201211803104776e-05,0.014498841467767169,0.0009929608350004086,2.2471729788092657e-06,0.005186068081644725,0.0002945205261196151,1.6145497042108475e-06,0.004391913373778783,0.00029559179632899845,2.2353860668553264e-07,0.001629049406331612,0.0001273052092343954,1.5969070157987784e-06,0.0043677314051181705,0.0001812420623632701,5.151618984936223e-07,0.002475430075500169,0.0002930043282960605,2.438257972255662e-05,0.017315821070249662,0.0013406676625305873,1.5230339901263374e-06,0.004265010948752355,0.0001900660639459984,0.007483431522459505,GUIDE Lat46,0.40927813840151683,0
Weighted-mean MD in tract uncinate fasciculus (left),0.00015057978644569722,0.04428178840591517,0.001505285027611257,5.752236010667725e-05,0.02687370041050589,0.0006268508993886345,2.085719592700056e-05,0.01599183147950253,0.00022740077173555575,3.5770434650605775e-06,0.006553220331232755,8.854544373458078e-05,1.7755710170877047e-06,0.004606841041431262,6.13962636652942e-05,2.1950120858069635e-06,0.005125171445396839,0.0002360986419366071,8.051724002058131e-06,0.009868659904027525,0.00017259618179412575,3.999902954376592e-06,0.006932720296755148,0.00042967757986171404,0.00047851750024106485,0.08191393490198441,0.00496938041874918,3.2447162122466114e-07,0.001963417717807569,7.647766890040601e-06,0.06449629586041285,GUIDE Lat14,1.9835079123299557,0
Mean FA in cingulum hippocampus on FA skeleton (left),7.667725251310243e-05,0.031169660815257474,0.028567186817495815,7.554819598745828e-05,0.030931509668032632,0.03068319089170122,1.1252318916698466e-07,0.0011551621883966374,4.572217830357802e-05,7.895726642483363e-07,0.003066678376088605,0.0007284218633629134,1.0094545739118427e-06,0.003469085280198457,0.0013008869058028897,2.9249443910467663e-06,0.005921626419681903,0.011725275446206442,1.0024265916132641e-07,0.001090224328650231,8.00836299142947e-05,5.865146659708788e-06,0.008408939563605767,0.023481237532754252,2.600496993445802e-06,0.005581397007673128,0.001006490411788556,9.064029160509737e-07,0.0032865618768192196,0.0007962108365195065,0.0004335995960939185,GUIDE Lat14,0.07766149760851286,0
Mean FA in superior fronto-occipital fasciculus on FA skeleton (right),6.583656533230916e-05,0.0288099261555853,0.02012359899203256,1.3584068642400602e-05,0.012861142615857057,0.004526305341157763,6.40478370068892e-05,0.02840353402853864,0.021351426931406233,4.3764137823625305e-06,0.0072543056763631954,0.003312430706973977,7.641527129335621e-07,0.003016737316779139,0.0008079239416835179,1.5156770439411476e-06,0.0042546473328142894,0.00498482216897405,5.068240805197361e-06,0.007811568627181731,0.00332189552051499,1.3000966199429573e-06,0.003939054691443962,0.004270269567356094,4.071016019774112e-07,0.002199851141422953,0.0001292687811615795,1.6600524077141707e-08,0.0004433306063304605,1.1963717392672394e-05,0.0005309490195370115,GUIDE Lat97,0.0866703992354181,0
90th percentile of z-statistic (in group-defined amygdala activation mask) for shapes- faces contrast,2.0968284636871967e-05,0.016035128011222147,0.0028092085283478964,7.473921792910742e-07,0.002983356388649726,0.00010915537239350902,4.586946422541162e-05,0.023921647120511886,0.006702374499091751,3.063267752512343e-05,0.019454206623468043,0.010162392631798547,4.5146961750218587e-07,0.002316937581073635,0.00020921915026691593,1.486601975233847e-06,0.004213443935103851,0.002142990710526958,2.52101188150357e-08,0.0005463937500158049,7.242461689052732e-06,1.104484415854863e-06,0.0036293658310761912,0.0015900904924258188,1.4336336672656829e-06,0.004137341256966083,0.0001995315701846892,1.7354802057057905e-08,0.00045329572586330137,5.482095508413915e-06,0.0008811447267253026,GUIDE Lat64,0.11450099089950325,0
Weighted-mean MO in tract parahippocampal part of cingulum (left),2.182209571283134e-05,0.01636427484258017,0.014343673748011728,2.163912265491809e-06,0.00508852243894103,0.001550526104917091,3.6913484060404394e-05,0.0214010597531203,0.0264626253592167,8.094653280352694e-07,0.0031052059216761193,0.0013175045684233229,5.772321465355864e-07,0.0026207536857680213,0.001312400181013173,1.584514320183366e-06,0.004350666181134751,0.011206361262775038,5.732849094057438e-07,0.002611750799810993,0.0008080248018743039,1.722036125667436e-06,0.0045364966861133876,0.01216318672224431,1.1785122927051561e-06,0.0037495356619400458,0.0008047304097529334,1.4512279823324365e-06,0.004162772164042655,0.0022490827987074764,0.00010722745410157227,GUIDE Lat20,0.03709018884368365,0
Weighted-mean MO in tract parahippocampal part of cingulum (right),1.0039897170797178e-06,0.0034596450447143645,0.0005204531475956032,5.531608394037801e-05,0.026338150513789606,0.03125930322714906,9.66670437359899e-06,0.010824747361320136,0.005465309490199067,6.512045377303592e-07,0.0027841379344340726,0.0008359104010648421,6.292855049145048e-07,0.0027367326856186595,0.0011283710443078208,2.595840161829395e-06,0.00557636552060924,0.01447887537988349,1.2712547178185182e-06,0.0038949210041024805,0.0014131074679122318,2.228751777629299e-06,0.005164642334237756,0.01241524375773894,3.4682360243397176e-05,0.020729052608419122,0.01867726899067128,1.5840254262359535e-12,4.3284113175018156e-06,1.9360669938040415e-09,9.652344455623415e-05,GUIDE Lat59,0.03511760457225319,0
